Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Property_Type,City,District,Land_Price_Per_M2,Land_Value
"215C Nguyễn Xiển, Phường 6, Quận 2 (Thủ Đức), TP. Hồ Chí Minh",23.1,6.8,5.0,Tây - Nam,Nam,4.0,4.0,3.0,Pending,Empty,5.27,Chung cư,TP. Hồ Chí Minh,Quận 2 (Thủ Đức),149.0,3.45
"911A Mã Lò, Xã 3, Bình Tân, TP. Hồ Chí Minh",78.8,5.8,5.7,Tây,Tây - Nam,1.0,2.0,3.0,Pending,Empty,6.12,Chung cư,TP. Hồ Chí Minh,Bình Tân,40.0,3.13
"924B Lê Tuệ Mẫn, Phường 6, Quận 6, TP. Hồ Chí Minh",30.8,14.6,7.9,Bắc,Bắc,4.0,2.0,4.0,Pending,Basic,3.62,Chung cư,TP. Hồ Chí Minh,Quận 6,78.0,2.4
"346A Nguyễn Thị Thập, Xã 2, Quận 7, TP. Hồ Chí Minh",157.0,11.9,2.9,Bắc,Nam,2.0,1.0,2.0,Pending,Full,45.8,Chung cư,TP. Hồ Chí Minh,Quận 7,215.0,33.79
"369 Nguyễn Trãi, Xã 1, Quận 5, TP. Hồ Chí Minh",187.9,10.5,8.5,Đông - Bắc,Bắc,4.0,3.0,2.0,Pending,Empty,38.93,Nhà,TP. Hồ Chí Minh,Quận 5,145.0,27.27
"1C Lê Lợi, Phường 6, Quận 1, TP. Hồ Chí Minh",47.6,14.6,8.6,Nam,Đông,2.0,2.0,2.0,Pending,Basic,135.81,Chung cư,TP. Hồ Chí Minh,Quận 1,615.0,29.24
"247B Phạm Hùng, Phường 6, Quận 8, TP. Hồ Chí Minh",162.2,5.2,9.0,Tây - Bắc,Nam,2.0,4.0,2.0,Have certificate,Full,39.24,Chung cư,TP. Hồ Chí Minh,Quận 8,79.0,12.8
"65B Lũy Bán Bích, Xã 3, Tân Phú, TP. Hồ Chí Minh",57.5,14.3,10.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Sale contract,Basic,8.23,Chung cư,TP. Hồ Chí Minh,Tân Phú,68.0,3.9
"826 Đặng Văn Bi, Phường 5, Thủ Đức, TP. Hồ Chí Minh",100.7,6.7,3.8,Đông,Tây,1.0,2.0,1.0,Have certificate,Full,21.49,Chung cư,TP. Hồ Chí Minh,Thủ Đức,82.0,8.22
"544C Âu Cơ, Phường 9, Tân Phú, TP. Hồ Chí Minh",178.1,12.1,5.2,Bắc,Đông,3.0,2.0,4.0,Sale contract,Empty,19.72,Nhà,TP. Hồ Chí Minh,Tân Phú,109.0,19.35
"193B Bà Hom, Phường 4, Quận 6, TP. Hồ Chí Minh",66.4,11.5,3.4,Tây,Nam,3.0,2.0,2.0,Have certificate,Basic,11.26,Nhà,TP. Hồ Chí Minh,Quận 6,122.0,8.12
"446B Lê Lợi, Xã 3, Quận 1, TP. Hồ Chí Minh",28.4,8.8,8.3,Đông - Bắc,Đông - Nam,2.0,3.0,2.0,Pending,Basic,37.23,Chung cư,TP. Hồ Chí Minh,Quận 1,392.0,11.15
"76C Bến Vân Đồn, Xã 1, Quận 4, TP. Hồ Chí Minh",20.0,11.4,9.7,Đông,Tây - Bắc,3.0,3.0,3.0,Pending,Empty,5.16,Chung cư,TP. Hồ Chí Minh,Quận 4,174.0,3.48
"30C Đại lộ Võ Văn Kiệt, Phường 5, Quận 4, TP. Hồ Chí Minh",51.1,13.5,4.5,Đông - Bắc,Nam,3.0,5.0,1.0,Sale contract,Full,9.37,Chung cư,TP. Hồ Chí Minh,Quận 4,132.0,6.73
"318B Âu Cơ, Phường 9, Tân Phú, TP. Hồ Chí Minh",105.5,12.6,7.5,Đông,Đông,1.0,4.0,2.0,Sale contract,Full,10.79,Nhà,TP. Hồ Chí Minh,Tân Phú,97.0,10.18
"841 Nguyễn Đình Chiểu, Phường 8, Quận 3, TP. Hồ Chí Minh",58.4,14.7,2.2,Nam,Đông - Bắc,1.0,2.0,4.0,Pending,Full,39.58,Nhà,TP. Hồ Chí Minh,Quận 3,300.0,17.55
"457B Đồng Khởi, Phường 4, Quận 1, TP. Hồ Chí Minh",44.8,6.1,4.2,Đông - Bắc,Tây,2.0,2.0,2.0,In progress,Empty,91.99,Chung cư,TP. Hồ Chí Minh,Quận 1,533.0,23.89
"68A Đặng Chất Chất, Phường 10, Quận 8, TP. Hồ Chí Minh",35.4,7.5,5.5,Đông,Tây - Nam,2.0,4.0,4.0,Sale contract,Full,3.67,Chung cư,TP. Hồ Chí Minh,Quận 8,86.0,3.05
"492A Nguyễn Đình Chiểu, Xã 3, Quận 3, TP. Hồ Chí Minh",20.0,10.7,9.9,Bắc,Tây - Nam,4.0,2.0,4.0,Have certificate,Basic,7.93,Chung cư,TP. Hồ Chí Minh,Quận 3,207.0,4.13
"283A Nguyễn Lương Bằng, Xã 1, Quận 7, TP. Hồ Chí Minh",31.6,9.5,6.1,Bắc,Tây - Bắc,4.0,2.0,2.0,Pending,Basic,14.01,Nhà,TP. Hồ Chí Minh,Quận 7,240.0,7.6
"58 Ghềnh Ráng, Phường 4, Thủ Đức, TP. Hồ Chí Minh",42.8,11.6,2.9,Bắc,Tây - Nam,1.0,3.0,1.0,Pending,Empty,6.86,Chung cư,TP. Hồ Chí Minh,Thủ Đức,86.0,3.67
"274B Lê Văn Việt, Phường 5, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",42.5,4.2,2.3,Tây,Bắc,1.0,3.0,2.0,In progress,Full,8.3,Chung cư,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),72.0,3.05
"609 Võ Văn Ngân, Phường 10, Thủ Đức, TP. Hồ Chí Minh",89.6,13.8,2.1,Tây - Bắc,Bắc,2.0,2.0,4.0,Sale contract,Empty,14.6,Chung cư,TP. Hồ Chí Minh,Thủ Đức,144.0,12.87
"349A Bến Vân Đồn, Phường 4, Quận 4, TP. Hồ Chí Minh",267.3,11.6,8.9,Tây - Nam,Bắc,1.0,2.0,3.0,Have certificate,Basic,51.51,Nhà,TP. Hồ Chí Minh,Quận 4,114.0,30.6
"467A Mã Lò, Xã 1, Bình Tân, TP. Hồ Chí Minh",60.3,13.9,4.1,Đông,Đông,2.0,1.0,3.0,Pending,Empty,7.19,Chung cư,TP. Hồ Chí Minh,Bình Tân,68.0,4.09
"381B Nguyễn Trãi, Xã 2, Quận 5, TP. Hồ Chí Minh",45.9,8.0,4.1,Bắc,Tây,2.0,4.0,3.0,Sale contract,Empty,9.67,Nhà,TP. Hồ Chí Minh,Quận 5,143.0,6.58
"994 Trần Hưng Đạo, Xã 3, Quận 5, TP. Hồ Chí Minh",44.4,10.8,5.4,Nam,Đông - Nam,3.0,4.0,2.0,Have certificate,Empty,11.42,Chung cư,TP. Hồ Chí Minh,Quận 5,160.0,7.08
"131B Đồng Khởi, Phường 7, Quận 1, TP. Hồ Chí Minh",35.7,6.7,4.1,Đông - Bắc,Nam,4.0,2.0,3.0,In progress,Empty,78.17,Chung cư,TP. Hồ Chí Minh,Quận 1,476.0,17.0
"435 Tây Sơn, Phường 7, Tân Phú, TP. Hồ Chí Minh",28.1,3.9,5.7,Tây - Nam,Bắc,3.0,5.0,3.0,Sale contract,Empty,4.81,Chung cư,TP. Hồ Chí Minh,Tân Phú,92.0,2.59
"189A Nguyễn Đình Chiểu, Phường 4, Quận 3, TP. Hồ Chí Minh",35.6,10.5,5.9,Đông,Tây,3.0,3.0,3.0,Pending,Basic,29.35,Chung cư,TP. Hồ Chí Minh,Quận 3,285.0,10.13
"474B Ghềnh Ráng, Phường 9, Thủ Đức, TP. Hồ Chí Minh",78.3,8.7,4.0,Tây - Bắc,Đông,1.0,3.0,1.0,Sale contract,Empty,18.62,Nhà,TP. Hồ Chí Minh,Thủ Đức,99.0,7.77
"584 Hậu Giang, Phường 5, Quận 6, TP. Hồ Chí Minh",64.6,10.8,6.3,Đông - Nam,Tây,1.0,3.0,2.0,Pending,Full,8.32,Chung cư,TP. Hồ Chí Minh,Quận 6,79.0,5.11
"424C Nguyễn Xiển, Phường 8, Quận 2 (Thủ Đức), TP. Hồ Chí Minh",78.7,13.2,7.3,Đông,Đông - Bắc,2.0,2.0,1.0,Pending,Empty,25.27,Nhà,TP. Hồ Chí Minh,Quận 2 (Thủ Đức),199.0,15.69
"143B Nguyễn Đình Chiểu, Xã 2, Quận 3, TP. Hồ Chí Minh",43.0,12.7,6.6,Tây,Tây,1.0,1.0,2.0,Have certificate,Full,34.99,Chung cư,TP. Hồ Chí Minh,Quận 3,296.0,12.72
"660C Nguyễn Xiển, Phường 3, Quận 2 (Thủ Đức), TP. Hồ Chí Minh",20.0,12.3,4.6,Đông,Đông - Nam,1.0,2.0,3.0,Have certificate,Full,5.33,Chung cư,TP. Hồ Chí Minh,Quận 2 (Thủ Đức),223.0,4.46
"794A Lũy Bán Bích, Xã 2, Tân Phú, TP. Hồ Chí Minh",90.9,7.7,4.8,Đông - Bắc,Đông - Bắc,2.0,3.0,2.0,In progress,Full,10.99,Nhà,TP. Hồ Chí Minh,Tân Phú,92.0,8.36
"430C Võ Văn Ngân, Xã 2, Thủ Đức, TP. Hồ Chí Minh",31.9,10.3,8.2,Tây,Tây,3.0,2.0,2.0,Pending,Basic,6.85,Chung cư,TP. Hồ Chí Minh,Thủ Đức,142.0,4.53
"717A Triệu Quang Phục, Xã 3, Quận 5, TP. Hồ Chí Minh",22.7,10.3,3.1,Tây - Bắc,Đông - Nam,2.0,1.0,2.0,Pending,Basic,7.26,Chung cư,TP. Hồ Chí Minh,Quận 5,153.0,3.47
"391C Vành Đai Trong, Xã 1, Bình Tân, TP. Hồ Chí Minh",22.6,7.2,2.1,Đông - Nam,Tây - Bắc,3.0,3.0,2.0,Pending,Full,2.15,Chung cư,TP. Hồ Chí Minh,Bình Tân,46.0,1.04
"430A Tây Sơn, Phường 3, Tân Phú, TP. Hồ Chí Minh",77.2,7.0,5.9,Tây - Nam,Đông - Nam,2.0,5.0,2.0,In progress,Basic,9.16,Nhà,TP. Hồ Chí Minh,Tân Phú,89.0,6.87
"60B Lê Văn Lương, Phường 7, Nhà Bè, TP. Hồ Chí Minh",45.7,9.2,9.2,Đông - Nam,Tây - Bắc,2.0,5.0,2.0,Have certificate,Empty,2.56,Nhà,TP. Hồ Chí Minh,Nhà Bè,32.0,1.48
"685C Đặng Văn Bi, Xã 3, Thủ Đức, TP. Hồ Chí Minh",20.0,9.5,2.8,Đông,Tây - Nam,2.0,3.0,4.0,Have certificate,Basic,2.34,Chung cư,TP. Hồ Chí Minh,Thủ Đức,114.0,2.27
"555A Võ Văn Tần, Xã 1, Quận 3, TP. Hồ Chí Minh",44.1,11.8,5.3,Nam,Đông,3.0,1.0,3.0,Have certificate,Full,31.18,Chung cư,TP. Hồ Chí Minh,Quận 3,254.0,11.22
"963C Kinh Dương Vương, Phường 6, Bình Tân, TP. Hồ Chí Minh",20.0,10.0,5.6,Nam,Bắc,1.0,2.0,1.0,In progress,Basic,4.08,Chung cư,TP. Hồ Chí Minh,Bình Tân,55.0,1.1
"960C Ghềnh Ráng, Phường 3, Thủ Đức, TP. Hồ Chí Minh",61.1,3.5,5.2,Nam,Bắc,2.0,2.0,4.0,Have certificate,Basic,14.3,Nhà,TP. Hồ Chí Minh,Thủ Đức,136.0,8.3
"268A Triệu Quang Phục, Xã 2, Quận 5, TP. Hồ Chí Minh",66.1,12.5,2.6,Đông,Bắc,1.0,5.0,2.0,Pending,Empty,16.3,Nhà,TP. Hồ Chí Minh,Quận 5,141.0,9.33
"154 Bến Vân Đồn, Phường 2, Quận 4, TP. Hồ Chí Minh",110.9,14.8,2.9,Đông,Tây - Nam,3.0,4.0,1.0,Sale contract,Basic,18.33,Chung cư,TP. Hồ Chí Minh,Quận 4,123.0,13.59
"875C Man Thiện, Phường 9, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",227.1,6.0,4.7,Tây - Bắc,Tây - Nam,4.0,4.0,3.0,In progress,Empty,24.81,Chung cư,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),103.0,23.34
"517B Lê Lợi, Xã 1, Quận 1, TP. Hồ Chí Minh",20.0,14.6,9.4,Nam,Nam,2.0,4.0,1.0,In progress,Basic,56.86,Chung cư,TP. Hồ Chí Minh,Quận 1,665.0,13.29
"807 Nguyễn Trọng Tuyển, Xã 1, Phú Nhuận, TP. Hồ Chí Minh",52.4,11.3,2.2,Nam,Đông,5.0,3.0,2.0,In progress,Empty,5.3,Nhà,TP. Hồ Chí Minh,Phú Nhuận,94.0,4.91
"142B Nguyễn Xiển, Phường 5, Quận 2 (Thủ Đức), TP. Hồ Chí Minh",43.8,9.8,5.7,Tây - Nam,Tây - Nam,4.0,5.0,1.0,Sale contract,Basic,9.22,Nhà,TP. Hồ Chí Minh,Quận 2 (Thủ Đức),150.0,6.58
"940 Võ Văn Ngân, Phường 1, Thủ Đức, TP. Hồ Chí Minh",77.2,3.4,8.8,Bắc,Nam,1.0,1.0,3.0,Sale contract,Full,11.44,Chung cư,TP. Hồ Chí Minh,Thủ Đức,119.0,9.17
"308C Nguyễn Đình Chiểu, Xã 1, Quận 3, TP. Hồ Chí Minh",37.7,4.7,9.1,Tây - Nam,Đông - Bắc,2.0,1.0,2.0,In progress,Basic,32.27,Chung cư,TP. Hồ Chí Minh,Quận 3,284.0,10.7
"442A Triệu Quang Phục, Phường 5, Quận 5, TP. Hồ Chí Minh",41.2,11.1,8.7,Bắc,Bắc,3.0,3.0,4.0,Have certificate,Empty,4.66,Chung cư,TP. Hồ Chí Minh,Quận 5,97.0,4.01
"58B Ghềnh Ráng, Phường 4, Thủ Đức, TP. Hồ Chí Minh",38.4,13.7,8.8,Tây,Nam,2.0,1.0,3.0,In progress,Empty,8.1,Nhà,TP. Hồ Chí Minh,Thủ Đức,100.0,3.83
"742A Kinh Dương Vương, Phường 3, Bình Tân, TP. Hồ Chí Minh",22.4,11.9,3.5,Tây - Bắc,Tây,1.0,2.0,2.0,Have certificate,Empty,5.06,Nhà,TP. Hồ Chí Minh,Bình Tân,53.0,1.19
"184A Võ Nguyên Giáp, Phường 6, Quận 2 (Thủ Đức), TP. Hồ Chí Minh",120.3,12.0,2.1,Đông - Bắc,Tây - Bắc,3.0,4.0,1.0,Sale contract,Basic,30.76,Nhà,TP. Hồ Chí Minh,Quận 2 (Thủ Đức),153.0,18.37
"957A Ghềnh Ráng, Xã 3, Thủ Đức, TP. Hồ Chí Minh",78.8,12.4,8.0,Đông - Bắc,Tây,3.0,4.0,1.0,Have certificate,Empty,18.07,Nhà,TP. Hồ Chí Minh,Thủ Đức,133.0,10.46
"394A Đại lộ Võ Văn Kiệt, Xã 1, Quận 4, TP. Hồ Chí Minh",113.8,8.9,6.0,Tây,Đông - Bắc,3.0,1.0,4.0,Sale contract,Full,36.59,Nhà,TP. Hồ Chí Minh,Quận 4,215.0,24.5
"349B Trần Hưng Đạo, Xã 3, Quận 1, TP. Hồ Chí Minh",27.5,8.0,9.9,Tây - Bắc,Bắc,4.0,3.0,3.0,Pending,Empty,48.66,Chung cư,TP. Hồ Chí Minh,Quận 1,458.0,12.59
"983B Nguyễn Trãi, Phường 8, Quận 5, TP. Hồ Chí Minh",32.3,8.5,9.9,Đông,Tây - Nam,2.0,2.0,2.0,In progress,Basic,4.0,Chung cư,TP. Hồ Chí Minh,Quận 5,116.0,3.73
"54 Đỗ Xuân Hợp, Phường 5, Quận 7, TP. Hồ Chí Minh",21.0,13.3,6.7,Tây - Bắc,Đông - Nam,2.0,1.0,3.0,Sale contract,Basic,8.79,Nhà,TP. Hồ Chí Minh,Quận 7,172.0,3.62
"769C Man Thiện, Phường 1, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",72.8,14.6,8.2,Tây - Nam,Bắc,1.0,3.0,2.0,Have certificate,Empty,9.07,Nhà,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),75.0,5.49
"741B Mã Lò, Xã 1, Bình Tân, TP. Hồ Chí Minh",23.8,4.1,4.6,Tây - Bắc,Bắc,3.0,1.0,3.0,In progress,Empty,2.48,Chung cư,TP. Hồ Chí Minh,Bình Tân,49.0,1.17
"520C Nguyễn Trãi, Phường 3, Quận 5, TP. Hồ Chí Minh",239.6,6.2,7.0,Tây,Tây,1.0,1.0,3.0,Have certificate,Empty,27.53,Chung cư,TP. Hồ Chí Minh,Quận 5,88.0,21.09
"842C Đỗ Xuân Hợp, Xã 1, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",20.0,4.9,7.9,Đông - Bắc,Nam,1.0,4.0,1.0,Sale contract,Empty,2.88,Nhà,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),98.0,1.96
"251C Hoàng Diệu, Phường 2, Quận 4, TP. Hồ Chí Minh",68.0,14.1,2.0,Tây - Nam,Bắc,2.0,2.0,2.0,Have certificate,Empty,24.86,Chung cư,TP. Hồ Chí Minh,Quận 4,228.0,15.48
"18B Đại lộ Võ Văn Kiệt, Phường 1, Quận 4, TP. Hồ Chí Minh",191.2,5.2,7.5,Tây - Nam,Bắc,1.0,2.0,3.0,In progress,Basic,51.01,Nhà,TP. Hồ Chí Minh,Quận 4,239.0,45.66
"199C Đặng Văn Bi, Phường 10, Thủ Đức, TP. Hồ Chí Minh",88.2,3.7,6.4,Đông - Bắc,Tây,2.0,3.0,2.0,Sale contract,Full,17.83,Chung cư,TP. Hồ Chí Minh,Thủ Đức,123.0,10.88
"715C Trần Hưng Đạo, Phường 10, Quận 5, TP. Hồ Chí Minh",62.8,8.0,5.1,Đông - Nam,Đông - Bắc,2.0,2.0,3.0,Pending,Full,14.54,Chung cư,TP. Hồ Chí Minh,Quận 5,161.0,10.14
"831A Nguyễn Đình Chiểu, Phường 10, Quận 3, TP. Hồ Chí Minh",20.0,10.6,7.7,Bắc,Đông - Nam,2.0,3.0,2.0,In progress,Empty,17.46,Nhà,TP. Hồ Chí Minh,Quận 3,328.0,6.55
"868 Vành Đai Trong, Phường 2, Bình Tân, TP. Hồ Chí Minh",20.0,3.4,9.6,Tây - Nam,Đông - Nam,3.0,3.0,3.0,Sale contract,Basic,1.76,Nhà,TP. Hồ Chí Minh,Bình Tân,57.0,1.14
"353B Võ Văn Tần, Phường 6, Quận 3, TP. Hồ Chí Minh",52.6,7.1,8.8,Tây - Bắc,Tây - Nam,3.0,3.0,2.0,Sale contract,Basic,38.96,Chung cư,TP. Hồ Chí Minh,Quận 3,325.0,17.07
"504B Nguyễn Đình Chiểu, Phường 10, Quận 3, TP. Hồ Chí Minh",81.8,12.5,5.8,Bắc,Tây - Nam,2.0,2.0,1.0,In progress,Empty,37.28,Nhà,TP. Hồ Chí Minh,Quận 3,221.0,18.08
"98A Lê Đức Thọ, Xã 3, Gò Vấp, TP. Hồ Chí Minh",38.4,12.4,6.6,Đông - Bắc,Đông - Nam,5.0,5.0,2.0,In progress,Full,6.51,Nhà,TP. Hồ Chí Minh,Gò Vấp,104.0,4.01
"39 Bến Vân Đồn, Phường 8, Quận 4, TP. Hồ Chí Minh",21.9,6.7,4.2,Đông,Bắc,2.0,3.0,2.0,Sale contract,Full,3.42,Nhà,TP. Hồ Chí Minh,Quận 4,162.0,3.55
"578 Đỗ Xuân Hợp, Phường 2, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",20.0,10.1,9.4,Bắc,Bắc,1.0,4.0,2.0,Have certificate,Full,3.09,Nhà,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),82.0,1.64
"89B Trần Quốc Toản, Xã 2, Quận 3, TP. Hồ Chí Minh",20.0,6.7,2.1,Đông - Bắc,Tây,2.0,2.0,4.0,Pending,Empty,14.28,Nhà,TP. Hồ Chí Minh,Quận 3,199.0,3.98
"637C Trần Hưng Đạo, Phường 4, Quận 1, TP. Hồ Chí Minh",30.9,4.7,6.4,Tây - Bắc,Nam,1.0,2.0,2.0,Have certificate,Basic,46.11,Nhà,TP. Hồ Chí Minh,Quận 1,586.0,18.14
"71B Nguyễn Xiển, Phường 3, Quận 2 (Thủ Đức), TP. Hồ Chí Minh",196.2,10.5,8.8,Bắc,Tây,3.0,2.0,3.0,Pending,Empty,44.15,Chung cư,TP. Hồ Chí Minh,Quận 2 (Thủ Đức),214.0,42.07
"427C Vành Đai Trong, Phường 3, Bình Tân, TP. Hồ Chí Minh",93.6,7.4,7.4,Tây - Bắc,Tây,3.0,3.0,3.0,Have certificate,Basic,12.43,Chung cư,TP. Hồ Chí Minh,Bình Tân,76.0,7.08
"345C Lê Lợi, Phường 2, Quận 1, TP. Hồ Chí Minh",39.8,5.0,3.8,Bắc,Tây - Nam,3.0,4.0,3.0,In progress,Empty,121.21,Chung cư,TP. Hồ Chí Minh,Quận 1,712.0,28.32
"181C Tây Sơn, Phường 8, Tân Phú, TP. Hồ Chí Minh",39.6,14.2,6.0,Tây,Tây,2.0,3.0,4.0,In progress,Basic,4.5,Chung cư,TP. Hồ Chí Minh,Tân Phú,87.0,3.46
"560C Ghềnh Ráng, Phường 7, Thủ Đức, TP. Hồ Chí Minh",34.2,4.1,7.5,Đông - Bắc,Đông - Nam,1.0,3.0,2.0,In progress,Empty,3.28,Chung cư,TP. Hồ Chí Minh,Thủ Đức,85.0,2.93
"251B Đại lộ Võ Văn Kiệt, Xã 3, Quận 4, TP. Hồ Chí Minh",168.1,13.0,3.7,Đông,Đông - Nam,1.0,2.0,2.0,Have certificate,Empty,56.57,Nhà,TP. Hồ Chí Minh,Quận 4,191.0,32.06
"509C Nguyễn Thị Thập, Phường 4, Quận 7, TP. Hồ Chí Minh",51.4,6.1,6.0,Đông,Đông,2.0,2.0,3.0,Sale contract,Empty,19.8,Chung cư,TP. Hồ Chí Minh,Quận 7,229.0,11.79
"880C Võ Văn Ngân, Phường 2, Thủ Đức, TP. Hồ Chí Minh",20.0,12.8,6.4,Tây - Bắc,Đông - Nam,1.0,2.0,1.0,Pending,Full,3.74,Chung cư,TP. Hồ Chí Minh,Thủ Đức,76.0,1.52
"263B Hoàng Diệu, Phường 10, Quận 4, TP. Hồ Chí Minh",31.9,10.0,6.2,Đông - Bắc,Đông,3.0,2.0,2.0,Pending,Full,9.81,Nhà,TP. Hồ Chí Minh,Quận 4,144.0,4.6
"622C Âu Cơ, Phường 2, Tân Phú, TP. Hồ Chí Minh",27.5,5.6,8.2,Đông,Đông,3.0,4.0,2.0,Pending,Full,3.22,Nhà,TP. Hồ Chí Minh,Tân Phú,77.0,2.12
"9B Triệu Quang Phục, Phường 6, Quận 5, TP. Hồ Chí Minh",35.3,5.9,9.7,Đông - Bắc,Đông,2.0,4.0,4.0,Sale contract,Full,5.54,Nhà,TP. Hồ Chí Minh,Quận 5,175.0,6.16
"596B Đặng Chất Chất, Phường 4, Quận 8, TP. Hồ Chí Minh",85.7,8.6,2.5,Tây - Bắc,Tây - Bắc,1.0,4.0,2.0,In progress,Basic,6.68,Nhà,TP. Hồ Chí Minh,Quận 8,51.0,4.37
"825C Lê Văn Việt, Phường 4, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",50.1,11.3,2.8,Nam,Tây - Bắc,2.0,4.0,3.0,Pending,Full,5.68,Chung cư,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),112.0,5.6
"655A Man Thiện, Phường 2, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",51.3,9.2,8.7,Nam,Bắc,2.0,2.0,2.0,Pending,Full,9.76,Chung cư,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),75.0,3.83
"367A Pasteur, Phường 10, Quận 1, TP. Hồ Chí Minh",72.8,6.4,6.5,Tây,Bắc,3.0,1.0,3.0,Sale contract,Basic,189.92,Nhà,TP. Hồ Chí Minh,Quận 1,462.0,33.64
"588C Đại lộ Võ Văn Kiệt, Phường 3, Quận 4, TP. Hồ Chí Minh",31.3,4.6,2.2,Đông - Nam,Tây - Nam,1.0,3.0,1.0,Pending,Basic,7.48,Chung cư,TP. Hồ Chí Minh,Quận 4,157.0,4.92
"308C Lê Văn Việt, Phường 9, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",242.6,8.8,6.6,Bắc,Nam,2.0,3.0,1.0,In progress,Full,36.69,Chung cư,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),114.0,27.67
"468 Lê Văn Việt, Phường 7, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",31.9,14.8,9.6,Đông - Nam,Tây - Bắc,4.0,2.0,1.0,In progress,Empty,4.91,Nhà,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),74.0,2.35
"753B Xuân Thới Đông, Xã 2, Hóc Môn, TP. Hồ Chí Minh",58.6,6.9,6.2,Nam,Đông - Bắc,4.0,3.0,3.0,In progress,Full,9.58,Nhà,TP. Hồ Chí Minh,Hóc Môn,37.0,2.16
"355B Đồng Khởi, Xã 2, Quận 1, TP. Hồ Chí Minh",28.0,3.6,5.1,Đông - Bắc,Đông - Bắc,2.0,4.0,2.0,Sale contract,Full,43.72,Chung cư,TP. Hồ Chí Minh,Quận 1,371.0,10.38
"155 Lê Văn Lương, Phường 6, Quận 7, TP. Hồ Chí Minh",48.7,4.3,2.5,Đông - Bắc,Đông - Bắc,1.0,2.0,2.0,Have certificate,Empty,20.07,Nhà,TP. Hồ Chí Minh,Quận 7,195.0,9.52
"890A Phan Đăng Lưu, Phường 1, Phú Nhuận, TP. Hồ Chí Minh",77.9,6.6,10.0,Tây - Nam,Đông - Nam,4.0,2.0,2.0,Pending,Basic,14.33,Nhà,TP. Hồ Chí Minh,Phú Nhuận,161.0,12.57
"27A Đỗ Xuân Hợp, Phường 1, Quận 7, TP. Hồ Chí Minh",60.6,11.6,3.9,Nam,Tây - Bắc,5.0,3.0,1.0,Pending,Basic,30.42,Chung cư,TP. Hồ Chí Minh,Quận 7,263.0,15.92
"662B Man Thiện, Phường 7, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",29.9,13.8,2.2,Tây,Nam,2.0,3.0,4.0,Pending,Full,5.36,Nhà,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),126.0,3.78
"321C Huỳnh Tấn Phát, Phường 4, Nhà Bè, TP. Hồ Chí Minh",22.2,13.5,10.0,Đông - Bắc,Tây - Nam,3.0,3.0,3.0,Sale contract,Full,1.34,Chung cư,TP. Hồ Chí Minh,Nhà Bè,18.0,0.41
"323C Man Thiện, Phường 6, Quận 9 (Thủ Đức), TP. Hồ Chí Minh",404.5,14.4,9.5,Tây - Bắc,Tây - Bắc,2.0,4.0,2.0,Have certificate,Basic,30.91,Chung cư,TP. Hồ Chí Minh,Quận 9 (Thủ Đức),63.0,25.52
"220B Mã Lò, Phường 8, Bình Tân, TP. Hồ Chí Minh",37.1,9.6,9.2,Đông - Bắc,Tây - Nam,1.0,1.0,1.0,Sale contract,Basic,6.08,Chung cư,TP. Hồ Chí Minh,Bình Tân,82.0,3.06
"58B Võ Văn Tần, Phường 3, Quận 3, TP. Hồ Chí Minh",50.4,5.7,2.7,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Sale contract,Empty,42.78,Chung cư,TP. Hồ Chí Minh,Quận 3,335.0,16.85
"959B Hậu Giang, Phường 6, Quận 6, TP. Hồ Chí Minh",20.0,3.4,8.8,Tây,Đông - Nam,2.0,2.0,4.0,In progress,Full,1.63,Chung cư,TP. Hồ Chí Minh,Quận 6,91.0,1.83
"409A Lê Văn Sỹ, Phường 2, Quận 3, TP. Hồ Chí Minh",28.0,7.0,9.3,Tây,Đông,3.0,3.0,4.0,Sale contract,Full,11.87,Chung cư,TP. Hồ Chí Minh,Quận 3,204.0,5.71
