Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"153, Trường Sa, Phường 11, Quận 10, Hồ Chí Minh",200.0,14.371860964986379,5.0,Tây - Bắc,Đông - Nam,6.0,7.0,8.0,Have certificate,Full,159.34257932002987
"Phường Uyên Hưng, Tân Uyên, Bình Dương",100.0,5.892556509887896,16.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,1.9980376625741543
"Phường Uyên Hưng, Tân Uyên, Bình Dương",120.0,6.454972243679028,16.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,2.387780389463925
"Phường Uyên Hưng, Tân Uyên, Bình Dương",150.0,7.216878364870323,16.0,Đông - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Full,3.205713139598979
"Phường Uyên Hưng, Tân Uyên, Bình Dương",200.0,8.333333333333334,16.0,Đông - Nam,Đông - Nam,3.0,7.0,6.0,Have certificate,Full,4.0267826351779075
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",100.0,4.5762876195627555,5.0,Đông - Nam,Đông - Nam,2.0,8.0,8.0,Have certificate,Full,10.981858855836858
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",120.0,5.013071917732282,5.0,Đông - Nam,Đông - Nam,2.0,9.0,9.0,Have certificate,Full,13.238064828623903
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",150.0,5.604784792072308,5.0,Đông - Nam,Đông - Nam,2.0,10.0,9.0,Have certificate,Full,15.850959067233015
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",200.0,6.471848016905735,5.0,Đông - Nam,Đông - Nam,2.0,10.0,10.0,Have certificate,Full,20.13683507636779
"Đường Số 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",100.0,10.327955589886445,10.0,Đông - Nam,Đông - Nam,4.0,5.0,6.0,Have certificate,Basic,11.241094441614136
"Đường Số 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",120.0,11.313708498984761,10.0,Đông - Nam,Đông - Nam,4.0,6.0,6.0,Have certificate,Basic,14.132553040289284
"Đường Số 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",150.0,12.649110640673518,10.0,Đông - Nam,Đông - Nam,4.0,7.0,7.0,Have certificate,Basic,16.848042384524433
"Đường Số 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",200.0,14.60593486680443,10.0,Đông - Nam,Đông - Nam,4.0,8.0,8.0,Have certificate,Basic,21.75377695303373
"Đường Lê Hồng Phong, Phường Hà Cầu, Hà Đông, Hà Nội",100.0,7.115124735378854,3.5,Đông - Nam,Đông - Nam,5.0,6.0,5.0,Have certificate,Full,17.207891330763555
"Đường Lê Hồng Phong, Phường Hà Cầu, Hà Đông, Hà Nội",120.0,7.794228634059947,3.5,Đông - Nam,Đông - Nam,5.0,6.0,6.0,Have certificate,Full,21.306875541410953
"Đường Lê Hồng Phong, Phường Hà Cầu, Hà Đông, Hà Nội",150.0,8.714212528966689,3.5,Đông - Nam,Đông - Nam,5.0,7.0,6.0,Have certificate,Full,26.49339020335898
"Đường Lê Hồng Phong, Phường Hà Cầu, Hà Đông, Hà Nội",200.0,10.062305898749054,3.5,Đông - Nam,Đông - Nam,5.0,9.0,8.0,Have certificate,Full,32.96546793249534
"251, Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",100.0,5.393598899705936,5.0,Đông - Nam,Đông - Nam,4.0,6.0,6.0,Have certificate,Full,13.008647998621315
"251, Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",120.0,5.908391567007971,5.0,Đông - Nam,Đông - Nam,4.0,7.0,6.0,Have certificate,Full,14.840712710137753
"251, Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",150.0,6.605782590758164,5.0,Đông - Nam,Đông - Nam,4.0,8.0,7.0,Have certificate,Full,18.546005118956433
"251, Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",200.0,7.627700713964739,5.0,Đông - Nam,Đông - Nam,4.0,9.0,8.0,Have certificate,Full,26.588276302465616
"Phường 11, Bình Thạnh, Hồ Chí Minh",100.0,5.656854249492381,5.0,Đông - Nam,Đông - Nam,6.0,4.0,5.0,Have certificate,Full,14.331957744588495
"Phường 11, Bình Thạnh, Hồ Chí Minh",120.0,6.196773353931867,5.0,Đông - Nam,Đông - Nam,6.0,5.0,5.0,Have certificate,Full,17.225038984315802
"Phường 11, Bình Thạnh, Hồ Chí Minh",150.0,6.928203230275509,5.0,Đông - Nam,Đông - Nam,6.0,6.0,6.0,Have certificate,Full,20.886105381100514
"Phường 11, Bình Thạnh, Hồ Chí Minh",200.0,8.0,5.0,Đông - Nam,Đông - Nam,6.0,8.0,7.0,Have certificate,Full,30.698311755795192
"Đường Nguyễn Hy Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",100.0,6.519643174778569,3.0,Đông - Nam,Đông - Nam,5.0,4.0,5.0,Have certificate,Basic,15.701280891284396
"Đường Nguyễn Hy Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",120.0,7.141911267421637,3.0,Đông - Nam,Đông - Nam,5.0,5.0,5.0,Have certificate,Basic,18.50644625459765
"Đường Nguyễn Hy Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",150.0,7.984899541613229,3.0,Đông - Nam,Đông - Nam,5.0,6.0,6.0,Have certificate,Basic,23.444639091362234
"Đường Nguyễn Hy Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",200.0,9.220167799605036,3.0,Đông - Nam,Đông - Nam,5.0,8.0,7.0,Have certificate,Basic,29.23795722784828
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",100.0,5.76914368584494,3.0,Đông - Nam,Đông - Nam,5.0,7.0,5.0,Have certificate,Full,15.972859994123128
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",120.0,6.319780268451542,3.0,Đông - Nam,Đông - Nam,5.0,8.0,5.0,Have certificate,Full,18.93826940613871
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",150.0,7.065729141559758,3.0,Đông - Nam,Đông - Nam,5.0,9.0,6.0,Have certificate,Full,22.98429853956475
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",200.0,8.158801243801019,3.0,Đông - Nam,Đông - Nam,5.0,10.0,7.0,Have certificate,Full,32.044880409540006
"Đường Kênh C, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",100.0,10.690449676496975,3.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,3.2804361282443106
"Đường Kênh C, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",120.0,11.710800875382398,3.0,Đông - Nam,Đông - Nam,1.0,4.0,3.0,Have certificate,Full,3.5685247033176113
"Đường Kênh C, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",150.0,13.093073414159543,3.0,Đông - Nam,Đông - Nam,1.0,5.0,4.0,Have certificate,Full,4.591968423565954
"Đường Kênh C, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",200.0,15.118578920369089,3.0,Đông - Nam,Đông - Nam,1.0,6.0,5.0,Have certificate,Full,6.064180294857543
"Phố Nguyễn Đổng Chi, Phường Mai Dịch, Cầu Giấy, Hà Nội",100.0,5.897678246195885,3.5,Đông - Nam,Đông - Nam,6.0,7.0,7.0,Have certificate,Full,14.721877514328073
"Phố Nguyễn Đổng Chi, Phường Mai Dịch, Cầu Giấy, Hà Nội",120.0,6.460582824697986,3.5,Đông - Nam,Đông - Nam,6.0,8.0,7.0,Have certificate,Full,19.02140028966917
"Phố Nguyễn Đổng Chi, Phường Mai Dịch, Cầu Giấy, Hà Nội",150.0,7.223151185146152,3.5,Đông - Nam,Đông - Nam,6.0,9.0,8.0,Have certificate,Full,22.663870164233394
"Phố Nguyễn Đổng Chi, Phường Mai Dịch, Cầu Giấy, Hà Nội",200.0,8.34057656228299,3.5,Đông - Nam,Đông - Nam,6.0,10.0,9.0,Have certificate,Full,30.21253063055808
"Đường An Thượng 14, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",100.0,6.933752452815364,6.5,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,9.794839621827702
"Đường An Thượng 14, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",120.0,7.595545253127499,6.5,Đông - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Full,10.984547797390867
"Đường An Thượng 14, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",150.0,8.492077756084468,6.5,Đông - Nam,Đông - Nam,3.0,6.0,5.0,Have certificate,Full,14.25864214833181
"Đường An Thượng 14, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",200.0,9.805806756909202,6.5,Đông - Nam,Đông - Nam,3.0,7.0,6.0,Have certificate,Full,18.890353337563777
"Phường Sài Đồng, Long Biên, Hà Nội",100.0,6.74199862463242,3.5,Đông - Nam,Đông - Nam,5.0,4.0,5.0,Sale contract,Full,10.916292828655985
"Phường Sài Đồng, Long Biên, Hà Nội",120.0,7.385489458759964,3.5,Đông - Nam,Đông - Nam,5.0,5.0,5.0,Sale contract,Full,13.67936309268063
"Phường Sài Đồng, Long Biên, Hà Nội",150.0,8.257228238447706,3.5,Đông - Nam,Đông - Nam,5.0,6.0,6.0,Sale contract,Full,16.68500800934768
"Phường Sài Đồng, Long Biên, Hà Nội",200.0,9.534625892455924,3.5,Đông - Nam,Đông - Nam,5.0,7.0,7.0,Sale contract,Full,21.35487768724182
"Phường Ngọc Thụy, Long Biên, Hà Nội",100.0,7.808688094430303,3.5,Đông - Nam,Đông - Nam,5.0,4.0,5.0,Have certificate,Full,12.512571167684696
"Phường Ngọc Thụy, Long Biên, Hà Nội",120.0,8.553989227683015,3.5,Đông - Nam,Đông - Nam,5.0,5.0,5.0,Have certificate,Full,13.957725658015212
"Phường Ngọc Thụy, Long Biên, Hà Nội",150.0,9.563650695950074,3.5,Đông - Nam,Đông - Nam,5.0,6.0,6.0,Have certificate,Full,17.164957417572907
"Phường Ngọc Thụy, Long Biên, Hà Nội",200.0,11.043152607484654,3.5,Đông - Nam,Đông - Nam,5.0,8.0,7.0,Have certificate,Full,23.353398072465122
"Đường Cầu Giấy, Quan Hoa, Cầu Giấy, Hà Nội",100.0,4.840047674704395,2.1,Đông - Nam,Đông - Bắc,1.0,5.0,3.0,Have certificate,Full,61.727558874244366
"Đường Cầu Giấy, Quan Hoa, Cầu Giấy, Hà Nội",120.0,5.302006581672047,2.1,Đông - Nam,Đông - Bắc,1.0,5.0,4.0,Have certificate,Full,75.49890418563626
"Đường Cầu Giấy, Quan Hoa, Cầu Giấy, Hà Nội",150.0,5.927823566884994,2.1,Đông - Nam,Đông - Bắc,1.0,6.0,5.0,Have certificate,Full,95.46863295294504
"Đường Cầu Giấy, Quan Hoa, Cầu Giấy, Hà Nội",200.0,6.844861064099318,2.1,Đông - Nam,Đông - Bắc,1.0,8.0,6.0,Have certificate,Full,131.4177998986693
"Đường Lê Lai, Phường 12, Tân Bình, Hồ Chí Minh",100.0,5.158132883285284,6.0,Đông - Nam,Đông - Nam,5.0,9.0,5.0,Have certificate,Full,11.551094884039049
"Đường Lê Lai, Phường 12, Tân Bình, Hồ Chí Minh",120.0,5.650451469569026,6.0,Đông - Nam,Đông - Nam,5.0,9.0,6.0,Have certificate,Full,13.848116376347276
"Đường Lê Lai, Phường 12, Tân Bình, Hồ Chí Minh",150.0,6.317396794759962,6.0,Đông - Nam,Đông - Nam,5.0,10.0,7.0,Have certificate,Full,16.442775018890348
"Đường Lê Lai, Phường 12, Tân Bình, Hồ Chí Minh",200.0,7.2947014800646865,6.0,Đông - Nam,Đông - Nam,5.0,10.0,8.0,Have certificate,Full,21.88438859655442
"Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",100.0,7.115124735378854,3.0,Đông - Nam,Đông - Nam,4.0,6.0,5.0,Have certificate,Basic,4.412440481434231
"Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",120.0,7.794228634059947,3.0,Đông - Nam,Đông - Nam,4.0,6.0,6.0,Have certificate,Basic,5.228834488750281
"Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",150.0,8.714212528966689,3.0,Đông - Nam,Đông - Nam,4.0,7.0,6.0,Have certificate,Basic,6.829275663829343
"Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",200.0,10.062305898749054,3.0,Đông - Nam,Đông - Nam,4.0,9.0,8.0,Have certificate,Basic,8.444162595094049
"Đường Thiên Lôi, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",100.0,5.3452248382484875,6.0,Đông - Bắc,Đông - Nam,4.0,5.0,4.0,Have certificate,Full,5.632570562470193
"Đường Thiên Lôi, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",120.0,5.855400437691199,6.0,Đông - Bắc,Đông - Nam,4.0,6.0,4.0,Have certificate,Full,7.0953093088588854
"Đường Thiên Lôi, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",150.0,6.546536707079771,6.0,Đông - Bắc,Đông - Nam,4.0,7.0,5.0,Have certificate,Full,8.659465355352683
"Đường Thiên Lôi, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",200.0,7.559289460184544,6.0,Đông - Bắc,Đông - Nam,4.0,8.0,6.0,Have certificate,Full,11.297704707626322
"Đường Nhị Đồng 2, Phường Dĩ An, Dĩ An, Bình Dương",100.0,5.773502691896257,5.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,4.489304499599179
"Đường Nhị Đồng 2, Phường Dĩ An, Dĩ An, Bình Dương",120.0,6.324555320336759,5.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,5.029170311975032
"Đường Nhị Đồng 2, Phường Dĩ An, Dĩ An, Bình Dương",150.0,7.0710678118654755,5.0,Đông - Nam,Đông - Nam,2.0,5.0,3.0,Have certificate,Full,6.649073235005672
"Đường Nhị Đồng 2, Phường Dĩ An, Dĩ An, Bình Dương",200.0,8.16496580927726,5.0,Đông - Nam,Đông - Nam,2.0,7.0,5.0,Have certificate,Full,8.546888423495771
"Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",100.0,5.252257314388902,6.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Basic,6.729436590792688
"Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",120.0,5.75355961782461,6.0,Đông - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Basic,8.267354866166261
"Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",150.0,6.432675209026769,6.0,Đông - Nam,Đông - Nam,3.0,6.0,5.0,Have certificate,Basic,10.824958446466367
"Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",200.0,7.427813527082074,6.0,Đông - Nam,Đông - Nam,3.0,7.0,6.0,Have certificate,Basic,13.798076240024336
"Đường Quốc lộ 1A, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",100.0,5.3452248382484875,6.0,Bắc,Bắc,5.0,6.0,5.0,Have certificate,Full,8.590000388553124
"Đường Quốc lộ 1A, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",120.0,5.855400437691199,6.0,Bắc,Bắc,5.0,7.0,5.0,Have certificate,Full,9.611256159290482
"Đường Quốc lộ 1A, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",150.0,6.546536707079771,6.0,Bắc,Bắc,5.0,8.0,6.0,Have certificate,Full,12.915645905962075
"Đường Quốc lộ 1A, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",200.0,7.559289460184544,6.0,Bắc,Bắc,5.0,9.0,7.0,Have certificate,Full,16.225733317683776
"Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",100.0,7.080909247124745,6.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,8.436043824131833
"Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",120.0,7.756747444594291,6.0,Đông - Nam,Đông - Nam,4.0,5.0,6.0,Have certificate,Full,10.00013787107809
"Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",150.0,8.67230728520531,6.0,Đông - Nam,Đông - Nam,4.0,6.0,6.0,Have certificate,Full,13.001188398383801
"Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",200.0,10.013917891216876,6.0,Đông - Nam,Đông - Nam,4.0,8.0,8.0,Have certificate,Full,16.338810200177456
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",100.0,5.824352060364906,5.0,Tây - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,6.90235233484929
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",120.0,6.3802580126271,5.0,Tây - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Full,8.237368034875326
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",150.0,7.133345315110954,5.0,Tây - Nam,Đông - Nam,3.0,6.0,5.0,Have certificate,Full,11.272943472252644
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",200.0,8.236877675803731,5.0,Tây - Nam,Đông - Nam,3.0,7.0,6.0,Have certificate,Full,14.543708585308233
"Royal River City, 80, Đường Hạ Lý, Phường Hạ Lý, Hồng Bàng, Hải Phòng",100.0,4.618802153517006,10.0,Đông - Nam,Đông - Nam,5.0,4.0,3.0,Have certificate,Full,10.511943258746275
"Royal River City, 80, Đường Hạ Lý, Phường Hạ Lý, Hồng Bàng, Hải Phòng",120.0,5.059644256269407,10.0,Đông - Nam,Đông - Nam,5.0,5.0,4.0,Have certificate,Full,11.87881881601566
"Royal River City, 80, Đường Hạ Lý, Phường Hạ Lý, Hồng Bàng, Hải Phòng",150.0,5.656854249492381,10.0,Đông - Nam,Đông - Nam,5.0,6.0,4.0,Have certificate,Full,15.036642367372497
"Royal River City, 80, Đường Hạ Lý, Phường Hạ Lý, Hồng Bàng, Hải Phòng",200.0,6.531972647421808,10.0,Đông - Nam,Đông - Nam,5.0,8.0,6.0,Have certificate,Full,19.334902110345652
"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",100.0,4.649905549752771,10.0,Bắc,Tây - Bắc,3.0,4.0,4.0,Have certificate,Full,7.735409265361267
"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",120.0,5.093716319736107,10.0,Bắc,Tây - Bắc,3.0,5.0,5.0,Have certificate,Full,8.994421757114582
"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",150.0,5.694947974514994,10.0,Bắc,Tây - Bắc,3.0,6.0,5.0,Have certificate,Full,11.568423806948068
"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",200.0,6.575959492214292,10.0,Bắc,Tây - Bắc,3.0,8.0,7.0,Have certificate,Full,14.332771152688077
"Đường 1, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",100.0,4.815434123430768,6.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,8.5832628221691
"Đường 1, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",120.0,5.275043787166296,6.0,Đông - Nam,Đông - Nam,2.0,4.0,4.0,Have certificate,Full,10.375695616330807
"Đường 1, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",150.0,5.897678246195885,6.0,Đông - Nam,Đông - Nam,2.0,5.0,5.0,Have certificate,Full,12.459581098190071
"Đường 1, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",200.0,6.810052246069989,6.0,Đông - Nam,Đông - Nam,2.0,7.0,6.0,Have certificate,Full,17.612379718145387
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",100.0,5.563035899673184,6.0,Đông - Nam,Đông - Nam,2.0,5.0,4.0,Have certificate,Full,9.198551950718661
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",120.0,6.094000500924098,6.0,Đông - Nam,Đông - Nam,2.0,6.0,4.0,Have certificate,Full,10.965462295413223
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",150.0,6.8132996874920275,6.0,Đông - Nam,Đông - Nam,2.0,7.0,5.0,Have certificate,Full,13.493900451700926
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",200.0,7.867320817286229,6.0,Đông - Nam,Đông - Nam,2.0,8.0,6.0,Have certificate,Full,17.092957534201226
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",100.0,5.906504249793628,3.0,Đông - Nam,Đông - Nam,4.0,5.0,5.0,Have certificate,Full,13.91803297239383
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",120.0,6.470251227224197,3.0,Đông - Nam,Đông - Nam,4.0,6.0,5.0,Have certificate,Full,17.9982400056785
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",150.0,7.233960787787371,3.0,Đông - Nam,Đông - Nam,4.0,7.0,6.0,Have certificate,Full,20.23199710354523
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",200.0,8.353058416272471,3.0,Đông - Nam,Đông - Nam,4.0,8.0,7.0,Have certificate,Full,29.213139537824155
"Đường Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",100.0,7.0710678118654755,6.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,10.484891462910158
"Đường Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",120.0,7.745966692414834,6.0,Đông - Nam,Đông - Nam,1.0,4.0,4.0,Have certificate,Full,12.467675705964723
"Đường Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",150.0,8.660254037844387,6.0,Đông - Nam,Đông - Nam,1.0,5.0,4.0,Have certificate,Full,16.21226927873173
"Đường Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",200.0,10.0,6.0,Đông - Nam,Đông - Nam,1.0,7.0,6.0,Have certificate,Full,20.071503159239594
"Đường Tú Mỡ, Phường Yên Hòa, Cầu Giấy, Hà Nội",100.0,6.324555320336759,3.0,Đông - Nam,Đông - Nam,4.0,7.0,4.0,Have certificate,Basic,13.03895849909504
"Đường Tú Mỡ, Phường Yên Hòa, Cầu Giấy, Hà Nội",120.0,6.928203230275509,3.0,Đông - Nam,Đông - Nam,4.0,7.0,5.0,Have certificate,Basic,15.184722743215405
"Đường Tú Mỡ, Phường Yên Hòa, Cầu Giấy, Hà Nội",150.0,7.745966692414834,3.0,Đông - Nam,Đông - Nam,4.0,8.0,5.0,Have certificate,Basic,19.78594087710302
"Đường Tú Mỡ, Phường Yên Hòa, Cầu Giấy, Hà Nội",200.0,8.94427190999916,3.0,Đông - Nam,Đông - Nam,4.0,10.0,7.0,Have certificate,Basic,25.845093152392803
"Đường Trần Hòa, Phường Định Công, Hoàng Mai, Hà Nội",100.0,6.272194634409466,3.5,Bắc,Bắc,4.0,4.0,4.0,Have certificate,Basic,10.536801177062724
"Đường Trần Hòa, Phường Định Công, Hoàng Mai, Hà Nội",120.0,6.870844972657866,3.5,Bắc,Bắc,4.0,5.0,4.0,Have certificate,Basic,13.346451580961237
"Đường Trần Hòa, Phường Định Công, Hoàng Mai, Hà Nội",150.0,7.681838210862836,3.5,Bắc,Bắc,4.0,6.0,5.0,Have certificate,Basic,16.863419130559777
"Đường Trần Hòa, Phường Định Công, Hoàng Mai, Hà Nội",200.0,8.870222717825623,3.5,Bắc,Bắc,4.0,8.0,6.0,Have certificate,Basic,20.697917107757036
"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",100.0,5.5339859052946645,4.0,Đông - Nam,Đông - Nam,4.0,7.0,5.0,Have certificate,Full,14.17383301815666
"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",120.0,6.06217782649107,4.0,Đông - Nam,Đông - Nam,4.0,7.0,6.0,Have certificate,Full,18.074684787575208
"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",150.0,6.77772085586298,4.0,Đông - Nam,Đông - Nam,4.0,8.0,6.0,Have certificate,Full,20.516233523926548
"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",200.0,7.826237921249264,4.0,Đông - Nam,Đông - Nam,4.0,10.0,8.0,Have certificate,Full,27.45259188731585
"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",100.0,7.254762501100116,2.5,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Basic,2.5350062052624542
"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",120.0,7.947194142390263,2.5,Đông - Nam,Đông - Nam,3.0,4.0,2.0,Have certificate,Basic,3.1938557910155
"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",150.0,8.885233166386385,2.5,Đông - Nam,Đông - Nam,3.0,5.0,3.0,Have certificate,Basic,3.797102038957369
"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",200.0,10.25978352085154,2.5,Đông - Nam,Đông - Nam,3.0,7.0,4.0,Have certificate,Basic,5.541316282196428
"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",100.0,5.683985600588051,5.0,Đông - Nam,Đông - Nam,3.0,5.0,6.0,Have certificate,Full,7.291736198956119
"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",120.0,6.22649425995325,5.0,Đông - Nam,Đông - Nam,3.0,6.0,6.0,Have certificate,Full,8.80368240078203
"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",150.0,6.961432213383857,5.0,Đông - Nam,Đông - Nam,3.0,7.0,7.0,Have certificate,Full,10.693030450641226
"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",200.0,8.038369524685004,5.0,Đông - Nam,Đông - Nam,3.0,8.0,8.0,Have certificate,Full,14.622993818071267
"Đường Hồ Văn Chương, Phường Văn Chương, Đống Đa, Hà Nội",100.0,7.964861856318908,3.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,21.675746886970487
"Đường Hồ Văn Chương, Phường Văn Chương, Đống Đa, Hà Nội",120.0,8.725069012236675,3.0,Đông - Nam,Đông - Nam,4.0,5.0,4.0,Have certificate,Full,26.26431753027928
"Đường Hồ Văn Chương, Phường Văn Chương, Đống Đa, Hà Nội",150.0,9.754923709869075,3.0,Đông - Nam,Đông - Nam,4.0,6.0,5.0,Have certificate,Full,32.839946488641274
"Đường Hồ Văn Chương, Phường Văn Chương, Đống Đa, Hà Nội",200.0,11.264015659634346,3.0,Đông - Nam,Đông - Nam,4.0,8.0,6.0,Have certificate,Full,42.95392380152812
"Đường Trần Hưng Đạo, Phúc Tân, Hoàn Kiếm, Hà Nội",100.0,5.944528855416839,4.05,Tây - Bắc,Đông - Nam,4.0,7.0,5.0,Pending,Full,53.123093636966836
